epoch,optimizer,experiment,collocation,data,total
970,Adam,train,0.0032059927,0.07305069,0.076256685
980,Adam,test,0.0033921325,0.07918938,0.08258151
980,Adam,train,0.0033021376,0.0729926,0.076294735
990,Adam,test,0.0044486723,0.07918513,0.0836338
990,Adam,train,0.0044036293,0.073024265,0.077427894
1000,Adam,test,0.0031724686,0.079096854,0.082269326
1000,Adam,train,0.0032875054,0.07296924,0.07625675
1010,Adam,test,0.0032718894,0.07911823,0.08239012
1010,Adam,train,0.003243248,0.072944984,0.07618823
1020,Adam,test,0.0032657923,0.07914931,0.082415104
1020,Adam,train,0.0032529694,0.07295615,0.07620912
1030,Adam,test,0.0051587983,0.07917276,0.08433156
1030,Adam,train,0.0051034675,0.07291614,0.07801961
1040,Adam,test,0.0034197855,0.07911494,0.08253472
1040,Adam,train,0.0034733883,0.072903484,0.07637687
1050,Adam,test,0.0033775,0.07913618,0.082513675
1050,Adam,train,0.0033950007,0.072855294,0.07625029
1060,Adam,test,0.0034685996,0.07909044,0.08255904
1060,Adam,train,0.003464932,0.07287023,0.07633516
1070,Adam,test,0.0033874125,0.079106055,0.08249347
1070,Adam,train,0.0033537888,0.072804704,0.076158494
1080,Adam,test,0.0032070617,0.07909472,0.08230179
1080,Adam,train,0.0032277466,0.072824106,0.07605185
1090,Adam,test,0.0032359436,0.079032004,0.08226795
1090,Adam,train,0.0032502662,0.07280346,0.07605372
1100,Adam,test,0.0032735686,0.0791841,0.08245767
1100,Adam,train,0.0032665923,0.07284257,0.07610916
1110,Adam,test,0.0056507722,0.07910786,0.08475863
1110,Adam,train,0.0056715254,0.07287917,0.0785507
1120,Adam,test,0.0043636924,0.07921234,0.08357603
1120,Adam,train,0.0043609324,0.07279691,0.07715784
1130,Adam,test,0.003629346,0.079098955,0.082728304
1130,Adam,train,0.0036521617,0.07275492,0.07640708
1140,Adam,test,0.0036614283,0.07915178,0.08281321
1140,Adam,train,0.0036527205,0.07279753,0.07645025
1150,Adam,test,0.0033286968,0.07919926,0.08252796
1150,Adam,train,0.003287168,0.07277758,0.07606474
1160,Adam,test,0.003179,0.07911106,0.08229006
